createAt,manageObject,M8076C0
2025-05-06T16:00:00.000-03:00:00,NE-MRBTS-341601,-4132775
2025-05-06T16:15:00.000-03:00:00,NE-MRBTS-341601,-3461087
2025-05-06T16:30:00.000-03:00:00,NE-MRBTS-341601,-3948170
2025-05-06T17:00:00.000-03:00:00,NE-MRBTS-341601,-3979687
2025-05-06T17:15:00.000-03:00:00,NE-MRBTS-341601,-3712979
2025-05-06T17:30:00.000-03:00:00,NE-MRBTS-341601,-3709191
2025-05-06T18:00:00.000-03:00:00,NE-MRBTS-341601,-3590566
2025-05-06T18:15:00.000-03:00:00,NE-MRBTS-341601,-3500601
2025-05-06T18:30:00.000-03:00:00,NE-MRBTS-341601,-2981438
2025-05-06T19:00:00.000-03:00:00,NE-MRBTS-341601,-2094841
2025-05-06T19:15:00.000-03:00:00,NE-MRBTS-341601,-3387058
2025-05-06T19:30:00.000-03:00:00,NE-MRBTS-341601,-4435434
2025-05-06T20:00:00.000-03:00:00,NE-MRBTS-341601,-4005097
2025-05-06T20:15:00.000-03:00:00,NE-MRBTS-341601,-3513770
2025-05-06T20:30:00.000-03:00:00,NE-MRBTS-341601,-3671410
2025-05-06T21:00:00.000-03:00:00,NE-MRBTS-341601,-3992679
2025-05-06T21:15:00.000-03:00:00,NE-MRBTS-341601,-4080344
2025-05-06T21:30:00.000-03:00:00,NE-MRBTS-341601,-4024318
2025-05-06T22:00:00.000-03:00:00,NE-MRBTS-341601,-4425798
2025-05-06T22:15:00.000-03:00:00,NE-MRBTS-341601,-3468665
2025-05-06T22:30:00.000-03:00:00,NE-MRBTS-341601,-3525889
2025-05-06T23:00:00.000-03:00:00,NE-MRBTS-341601,-4021110
2025-05-06T23:15:00.000-03:00:00,NE-MRBTS-341601,-3990391
2025-05-06T23:30:00.000-03:00:00,NE-MRBTS-341601,-3681220
2025-05-07T00:00:00.000-03:00:00,NE-MRBTS-341601,-3372954
2025-05-07T00:15:00.000-03:00:00,NE-MRBTS-341601,-3156788
2025-05-07T00:30:00.000-03:00:00,NE-MRBTS-341601,-3899487
2025-05-07T01:00:00.000-03:00:00,NE-MRBTS-341601,-3596086
2025-05-07T01:15:00.000-03:00:00,NE-MRBTS-341601,-3379400
2025-05-07T01:30:00.000-03:00:00,NE-MRBTS-341601,-3813485
2025-05-07T02:00:00.000-03:00:00,NE-MRBTS-341601,-3942340
2025-05-07T02:15:00.000-03:00:00,NE-MRBTS-341601,-3909815
2025-05-07T02:30:00.000-03:00:00,NE-MRBTS-341601,-4404048
2025-05-07T03:00:00.000-03:00:00,NE-MRBTS-341601,-3815942
2025-05-07T03:15:00.000-03:00:00,NE-MRBTS-341601,-3848615
2025-05-07T03:30:00.000-03:00:00,NE-MRBTS-341601,-3942936
2025-05-07T04:00:00.000-03:00:00,NE-MRBTS-341601,-2110607
2025-05-07T04:15:00.000-03:00:00,NE-MRBTS-341601,-3694324
2025-05-07T04:30:00.000-03:00:00,NE-MRBTS-341601,-3319185
2025-05-07T05:00:00.000-03:00:00,NE-MRBTS-341601,-3163944
2025-05-07T05:15:00.000-03:00:00,NE-MRBTS-341601,-3633817
2025-05-07T05:30:00.000-03:00:00,NE-MRBTS-341601,-3723421
2025-05-07T06:00:00.000-03:00:00,NE-MRBTS-341601,-2791453
2025-05-07T06:15:00.000-03:00:00,NE-MRBTS-341601,-3690670
2025-05-07T06:30:00.000-03:00:00,NE-MRBTS-341601,-2323890
2025-05-07T07:00:00.000-03:00:00,NE-MRBTS-341601,-2942882
2025-05-07T07:15:00.000-03:00:00,NE-MRBTS-341601,-3936075
2025-05-07T07:30:00.000-03:00:00,NE-MRBTS-341601,-3996015
2025-05-07T08:00:00.000-03:00:00,NE-MRBTS-341601,-4271151
2025-05-07T08:15:00.000-03:00:00,NE-MRBTS-341601,-4302373
2025-05-07T08:30:00.000-03:00:00,NE-MRBTS-341601,-3897806
2025-05-07T09:00:00.000-03:00:00,NE-MRBTS-341601,-3973431
2025-05-07T09:15:00.000-03:00:00,NE-MRBTS-341601,-3606869
2025-05-07T09:30:00.000-03:00:00,NE-MRBTS-341601,-4769252
2025-05-07T10:00:00.000-03:00:00,NE-MRBTS-341601,-3967373
2025-05-07T10:15:00.000-03:00:00,NE-MRBTS-341601,-2980944
2025-05-07T10:30:00.000-03:00:00,NE-MRBTS-341601,-3131981
2025-05-07T11:00:00.000-03:00:00,NE-MRBTS-341601,-4145966
2025-05-07T11:15:00.000-03:00:00,NE-MRBTS-341601,-3963584
2025-05-07T11:30:00.000-03:00:00,NE-MRBTS-341601,-3935514
2025-05-07T12:00:00.000-03:00:00,NE-MRBTS-341601,-2920275
2025-05-07T12:15:00.000-03:00:00,NE-MRBTS-341601,-3958571
2025-05-07T12:30:00.000-03:00:00,NE-MRBTS-341601,-4234323
2025-05-07T13:00:00.000-03:00:00,NE-MRBTS-341601,-4340071
2025-05-07T13:15:00.000-03:00:00,NE-MRBTS-341601,-3862284
2025-05-07T13:30:00.000-03:00:00,NE-MRBTS-341601,-4224158
2025-05-07T14:00:00.000-03:00:00,NE-MRBTS-341601,-3748530
2025-05-07T14:15:00.000-03:00:00,NE-MRBTS-341601,-3319764
2025-05-07T14:30:00.000-03:00:00,NE-MRBTS-341601,-3620774
2025-05-07T15:00:00.000-03:00:00,NE-MRBTS-341601,-3882899
2025-05-07T15:15:00.000-03:00:00,NE-MRBTS-341601,-3582286
2025-05-07T15:30:00.000-03:00:00,NE-MRBTS-341601,-4690935
2025-05-07T16:00:00.000-03:00:00,NE-MRBTS-341601,-3151889
2025-05-07T16:15:00.000-03:00:00,NE-MRBTS-341601,-3794936
2025-05-07T16:30:00.000-03:00:00,NE-MRBTS-341601,-4065557
2025-05-07T17:00:00.000-03:00:00,NE-MRBTS-341601,-4142879
2025-05-07T17:15:00.000-03:00:00,NE-MRBTS-341601,-3985732
2025-05-07T17:30:00.000-03:00:00,NE-MRBTS-341601,-4706799
2025-05-07T18:00:00.000-03:00:00,NE-MRBTS-341601,-3109134
2025-05-07T18:15:00.000-03:00:00,NE-MRBTS-341601,-3076407
2025-05-07T18:30:00.000-03:00:00,NE-MRBTS-341601,-4572216
2025-05-07T19:00:00.000-03:00:00,NE-MRBTS-341601,-4380452
2025-05-07T19:15:00.000-03:00:00,NE-MRBTS-341601,-4011587
2025-05-07T19:30:00.000-03:00:00,NE-MRBTS-341601,-3923654
2025-05-07T20:00:00.000-03:00:00,NE-MRBTS-341601,-3255177
2025-05-07T20:15:00.000-03:00:00,NE-MRBTS-341601,-3535024
2025-05-07T20:30:00.000-03:00:00,NE-MRBTS-341601,-4085578
2025-05-07T21:00:00.000-03:00:00,NE-MRBTS-341601,-4121135
2025-05-07T21:15:00.000-03:00:00,NE-MRBTS-341601,-4520840
2025-05-07T21:30:00.000-03:00:00,NE-MRBTS-341601,-3818751
2025-05-07T22:00:00.000-03:00:00,NE-MRBTS-341601,-4714356
2025-05-07T22:15:00.000-03:00:00,NE-MRBTS-341601,-3292943
2025-05-07T22:30:00.000-03:00:00,NE-MRBTS-341601,-2740491
2025-05-07T23:00:00.000-03:00:00,NE-MRBTS-341601,-3450393
2025-05-07T23:15:00.000-03:00:00,NE-MRBTS-341601,-3916740
2025-05-07T23:30:00.000-03:00:00,NE-MRBTS-341601,-3663588
2025-05-08T00:00:00.000-03:00:00,NE-MRBTS-341601,-4038337
2025-05-08T00:15:00.000-03:00:00,NE-MRBTS-341601,-3788801
2025-05-08T00:30:00.000-03:00:00,NE-MRBTS-341601,-3699792
2025-05-08T01:00:00.000-03:00:00,NE-MRBTS-341601,-2865697
2025-05-08T01:15:00.000-03:00:00,NE-MRBTS-341601,-3049454
2025-05-08T01:30:00.000-03:00:00,NE-MRBTS-341601,-3789639
2025-05-08T02:00:00.000-03:00:00,NE-MRBTS-341601,-3946443
2025-05-08T02:15:00.000-03:00:00,NE-MRBTS-341601,-3917135
2025-05-08T02:30:00.000-03:00:00,NE-MRBTS-341601,-3611674
2025-05-08T03:00:00.000-03:00:00,NE-MRBTS-341601,-3546802
2025-05-08T03:15:00.000-03:00:00,NE-MRBTS-341601,-3490990
2025-05-08T03:30:00.000-03:00:00,NE-MRBTS-341601,-2934394
2025-05-08T04:00:00.000-03:00:00,NE-MRBTS-341601,-2007697
2025-05-08T04:15:00.000-03:00:00,NE-MRBTS-341601,-2965289
2025-05-08T04:30:00.000-03:00:00,NE-MRBTS-341601,-4202059
2025-05-08T05:00:00.000-03:00:00,NE-MRBTS-341601,-3212686
2025-05-08T05:15:00.000-03:00:00,NE-MRBTS-341601,-3148312
2025-05-08T05:30:00.000-03:00:00,NE-MRBTS-341601,-3919329
2025-05-08T06:00:00.000-03:00:00,NE-MRBTS-341601,-3493237
2025-05-08T06:15:00.000-03:00:00,NE-MRBTS-341601,-3119492
2025-05-08T06:30:00.000-03:00:00,NE-MRBTS-341601,-3583573
2025-05-08T07:00:00.000-03:00:00,NE-MRBTS-341601,-3885721
2025-05-08T07:15:00.000-03:00:00,NE-MRBTS-341601,-4004008
2025-05-08T07:30:00.000-03:00:00,NE-MRBTS-341601,-3908236
2025-05-08T08:00:00.000-03:00:00,NE-MRBTS-341601,-3233045
2025-05-08T08:15:00.000-03:00:00,NE-MRBTS-341601,-3688234
2025-05-08T08:30:00.000-03:00:00,NE-MRBTS-341601,-3230326
2025-05-08T09:00:00.000-03:00:00,NE-MRBTS-341601,-3628569
2025-05-08T09:15:00.000-03:00:00,NE-MRBTS-341601,-3595071
2025-05-08T09:30:00.000-03:00:00,NE-MRBTS-341601,-3840225
2025-05-08T10:00:00.000-03:00:00,NE-MRBTS-341601,-3070371
2025-05-08T10:15:00.000-03:00:00,NE-MRBTS-341601,-3527172
2025-05-08T10:30:00.000-03:00:00,NE-MRBTS-341601,-3554346
2025-05-08T11:00:00.000-03:00:00,NE-MRBTS-341601,-4223734
2025-05-08T11:15:00.000-03:00:00,NE-MRBTS-341601,-3582912
2025-05-08T11:30:00.000-03:00:00,NE-MRBTS-341601,-4075027
2025-05-08T12:00:00.000-03:00:00,NE-MRBTS-341601,-3848711
2025-05-08T12:15:00.000-03:00:00,NE-MRBTS-341601,-3239048
2025-05-08T12:30:00.000-03:00:00,NE-MRBTS-341601,-4028310
2025-05-08T13:00:00.000-03:00:00,NE-MRBTS-341601,-3387367
2025-05-08T13:15:00.000-03:00:00,NE-MRBTS-341601,-3109478
2025-05-08T13:30:00.000-03:00:00,NE-MRBTS-341601,-3687844
2025-05-08T14:00:00.000-03:00:00,NE-MRBTS-341601,-4310238
2025-05-08T14:15:00.000-03:00:00,NE-MRBTS-341601,-4496539
2025-05-08T14:30:00.000-03:00:00,NE-MRBTS-341601,-3791364
2025-05-08T15:00:00.000-03:00:00,NE-MRBTS-341601,-3726723
2025-05-08T15:15:00.000-03:00:00,NE-MRBTS-341601,-4921234
2025-05-08T15:30:00.000-03:00:00,NE-MRBTS-341601,-5056511
2025-05-08T16:00:00.000-03:00:00,NE-MRBTS-341601,-3843225
2025-05-08T16:15:00.000-03:00:00,NE-MRBTS-341601,-4048319
2025-05-08T16:30:00.000-03:00:00,NE-MRBTS-341601,-4032411
2025-05-06T15:00:00.000-03:00:00,NE-MRBTS-621901,-4124367
2025-05-06T15:15:00.000-03:00:00,NE-MRBTS-621901,-4041143
2025-05-06T15:30:00.000-03:00:00,NE-MRBTS-621901,-4272688
2025-05-06T16:00:00.000-03:00:00,NE-MRBTS-621901,-3721759
2025-05-06T16:15:00.000-03:00:00,NE-MRBTS-621901,-3770985
2025-05-06T16:30:00.000-03:00:00,NE-MRBTS-621901,-4273263
2025-05-06T17:00:00.000-03:00:00,NE-MRBTS-621901,-3726410
2025-05-06T17:15:00.000-03:00:00,NE-MRBTS-621901,-3286450
2025-05-06T17:30:00.000-03:00:00,NE-MRBTS-621901,-3929038
2025-05-06T18:00:00.000-03:00:00,NE-MRBTS-621901,-3988837
2025-05-06T18:15:00.000-03:00:00,NE-MRBTS-621901,-3432176
2025-05-06T18:30:00.000-03:00:00,NE-MRBTS-621901,-4236499
2025-05-06T19:00:00.000-03:00:00,NE-MRBTS-621901,-3930722
2025-05-06T19:15:00.000-03:00:00,NE-MRBTS-621901,-3669129
2025-05-06T19:30:00.000-03:00:00,NE-MRBTS-621901,-4191401
2025-05-06T20:00:00.000-03:00:00,NE-MRBTS-621901,-3468190
2025-05-06T20:15:00.000-03:00:00,NE-MRBTS-621901,-3702230
2025-05-06T20:30:00.000-03:00:00,NE-MRBTS-621901,-3700738
2025-05-06T21:00:00.000-03:00:00,NE-MRBTS-621901,-3394431
2025-05-06T21:15:00.000-03:00:00,NE-MRBTS-621901,-4763307
2025-05-06T21:30:00.000-03:00:00,NE-MRBTS-621901,-4306520
2025-05-06T22:00:00.000-03:00:00,NE-MRBTS-621901,-4200195
2025-05-06T22:15:00.000-03:00:00,NE-MRBTS-621901,-4724805
2025-05-06T22:30:00.000-03:00:00,NE-MRBTS-621901,-3938714
2025-05-06T23:00:00.000-03:00:00,NE-MRBTS-621901,-3786438
2025-05-06T23:15:00.000-03:00:00,NE-MRBTS-621901,-3869569
2025-05-06T23:30:00.000-03:00:00,NE-MRBTS-621901,-4173459
2025-05-07T00:00:00.000-03:00:00,NE-MRBTS-621901,-3922497
2025-05-07T00:15:00.000-03:00:00,NE-MRBTS-621901,-3658441
2025-05-07T00:30:00.000-03:00:00,NE-MRBTS-621901,-3606684
2025-05-07T01:00:00.000-03:00:00,NE-MRBTS-621901,-3954323
2025-05-07T01:15:00.000-03:00:00,NE-MRBTS-621901,-3425522
2025-05-07T01:30:00.000-03:00:00,NE-MRBTS-621901,-3426083
2025-05-07T02:00:00.000-03:00:00,NE-MRBTS-621901,-3480467
2025-05-07T02:15:00.000-03:00:00,NE-MRBTS-621901,-4015940
2025-05-07T02:30:00.000-03:00:00,NE-MRBTS-621901,-3642039
2025-05-07T03:00:00.000-03:00:00,NE-MRBTS-621901,-4485771
2025-05-07T03:15:00.000-03:00:00,NE-MRBTS-621901,-3804701
2025-05-07T03:30:00.000-03:00:00,NE-MRBTS-621901,-3751966
2025-05-07T04:00:00.000-03:00:00,NE-MRBTS-621901,-3515745
2025-05-07T04:15:00.000-03:00:00,NE-MRBTS-621901,-4199367
2025-05-07T04:30:00.000-03:00:00,NE-MRBTS-621901,-4059715
2025-05-07T05:00:00.000-03:00:00,NE-MRBTS-621901,-3294234
2025-05-07T05:15:00.000-03:00:00,NE-MRBTS-621901,-3798117
2025-05-07T05:30:00.000-03:00:00,NE-MRBTS-621901,-3915679
2025-05-07T06:00:00.000-03:00:00,NE-MRBTS-621901,-4034910
2025-05-07T06:15:00.000-03:00:00,NE-MRBTS-621901,-3647008
2025-05-07T06:30:00.000-03:00:00,NE-MRBTS-621901,-3817682
2025-05-07T07:00:00.000-03:00:00,NE-MRBTS-621901,-3289123
2025-05-07T07:15:00.000-03:00:00,NE-MRBTS-621901,-3324485
2025-05-07T07:30:00.000-03:00:00,NE-MRBTS-621901,-4183065
2025-05-07T08:00:00.000-03:00:00,NE-MRBTS-621901,-4328585
2025-05-07T08:15:00.000-03:00:00,NE-MRBTS-621901,-3788187
2025-05-07T08:30:00.000-03:00:00,NE-MRBTS-621901,-3721535
2025-05-07T09:00:00.000-03:00:00,NE-MRBTS-621901,-3471582
2025-05-07T09:15:00.000-03:00:00,NE-MRBTS-621901,-2802226
2025-05-07T09:30:00.000-03:00:00,NE-MRBTS-621901,-3558495
2025-05-07T10:00:00.000-03:00:00,NE-MRBTS-621901,-3554373
2025-05-07T10:15:00.000-03:00:00,NE-MRBTS-621901,-4280156
2025-05-07T10:30:00.000-03:00:00,NE-MRBTS-621901,-4223733
2025-05-07T11:00:00.000-03:00:00,NE-MRBTS-621901,-4222213
2025-05-07T11:15:00.000-03:00:00,NE-MRBTS-621901,-4061669
2025-05-07T11:30:00.000-03:00:00,NE-MRBTS-621901,-4329173
2025-05-07T12:00:00.000-03:00:00,NE-MRBTS-621901,-4357724
2025-05-07T12:15:00.000-03:00:00,NE-MRBTS-621901,-4439354
2025-05-07T12:30:00.000-03:00:00,NE-MRBTS-621901,-4177106
2025-05-07T13:00:00.000-03:00:00,NE-MRBTS-621901,-3815990
2025-05-07T13:15:00.000-03:00:00,NE-MRBTS-621901,-3990014
2025-05-07T13:30:00.000-03:00:00,NE-MRBTS-621901,-3525021
2025-05-07T14:00:00.000-03:00:00,NE-MRBTS-621901,-3752326
2025-05-07T14:15:00.000-03:00:00,NE-MRBTS-621901,-4421631
2025-05-07T14:30:00.000-03:00:00,NE-MRBTS-621901,-4048494
2025-05-07T15:00:00.000-03:00:00,NE-MRBTS-621901,-4254738
2025-05-07T15:15:00.000-03:00:00,NE-MRBTS-621901,-4012790
2025-05-07T15:30:00.000-03:00:00,NE-MRBTS-621901,-4262018
2025-05-07T16:00:00.000-03:00:00,NE-MRBTS-621901,-3573078
2025-05-07T16:15:00.000-03:00:00,NE-MRBTS-621901,-3801652
2025-05-07T16:30:00.000-03:00:00,NE-MRBTS-621901,-3574131
2025-05-07T17:00:00.000-03:00:00,NE-MRBTS-621901,-4110660
2025-05-07T17:15:00.000-03:00:00,NE-MRBTS-621901,-4408104
2025-05-07T17:30:00.000-03:00:00,NE-MRBTS-621901,-3773427
2025-05-07T18:00:00.000-03:00:00,NE-MRBTS-621901,-2700168
2025-05-07T18:15:00.000-03:00:00,NE-MRBTS-621901,-2929539
2025-05-07T18:30:00.000-03:00:00,NE-MRBTS-621901,-4320637
2025-05-07T19:00:00.000-03:00:00,NE-MRBTS-621901,-3216781
2025-05-07T19:15:00.000-03:00:00,NE-MRBTS-621901,-3360279
2025-05-07T19:30:00.000-03:00:00,NE-MRBTS-621901,-3845544
2025-05-07T20:00:00.000-03:00:00,NE-MRBTS-621901,-3798667
2025-05-07T20:15:00.000-03:00:00,NE-MRBTS-621901,-3537762
2025-05-07T20:30:00.000-03:00:00,NE-MRBTS-621901,-3857928
2025-05-07T21:00:00.000-03:00:00,NE-MRBTS-621901,-4331146
2025-05-07T21:15:00.000-03:00:00,NE-MRBTS-621901,-4244851
2025-05-07T21:30:00.000-03:00:00,NE-MRBTS-621901,-3932166
2025-05-07T22:00:00.000-03:00:00,NE-MRBTS-621901,-4734889
2025-05-07T22:15:00.000-03:00:00,NE-MRBTS-621901,-4378163
2025-05-07T22:30:00.000-03:00:00,NE-MRBTS-621901,-4355353
2025-05-07T23:00:00.000-03:00:00,NE-MRBTS-621901,-4507384
2025-05-07T23:15:00.000-03:00:00,NE-MRBTS-621901,-3657327
2025-05-07T23:30:00.000-03:00:00,NE-MRBTS-621901,-3780088
2025-05-08T00:00:00.000-03:00:00,NE-MRBTS-621901,-4048740
2025-05-08T00:15:00.000-03:00:00,NE-MRBTS-621901,-3486261
2025-05-08T00:30:00.000-03:00:00,NE-MRBTS-621901,-3457555
2025-05-08T01:00:00.000-03:00:00,NE-MRBTS-621901,-3632358
2025-05-08T01:15:00.000-03:00:00,NE-MRBTS-621901,-3457257
2025-05-08T01:30:00.000-03:00:00,NE-MRBTS-621901,-3496144
2025-05-08T02:00:00.000-03:00:00,NE-MRBTS-621901,-3733904
2025-05-08T02:15:00.000-03:00:00,NE-MRBTS-621901,-3905682
2025-05-08T02:30:00.000-03:00:00,NE-MRBTS-621901,-3170302
2025-05-08T03:00:00.000-03:00:00,NE-MRBTS-621901,-3172178
2025-05-08T03:15:00.000-03:00:00,NE-MRBTS-621901,-3616910
2025-05-08T03:30:00.000-03:00:00,NE-MRBTS-621901,-3857464
2025-05-08T04:00:00.000-03:00:00,NE-MRBTS-621901,-4124146
2025-05-08T04:15:00.000-03:00:00,NE-MRBTS-621901,-3421456
2025-05-08T04:30:00.000-03:00:00,NE-MRBTS-621901,-3303869
2025-05-08T05:00:00.000-03:00:00,NE-MRBTS-621901,-3151833
2025-05-08T05:15:00.000-03:00:00,NE-MRBTS-621901,-2799230
2025-05-08T05:30:00.000-03:00:00,NE-MRBTS-621901,-3477747
2025-05-08T06:00:00.000-03:00:00,NE-MRBTS-621901,-3780253
2025-05-08T06:15:00.000-03:00:00,NE-MRBTS-621901,-3368758
2025-05-08T06:30:00.000-03:00:00,NE-MRBTS-621901,-3781501
2025-05-08T07:00:00.000-03:00:00,NE-MRBTS-621901,-3841444
2025-05-08T07:15:00.000-03:00:00,NE-MRBTS-621901,-4391027
2025-05-08T07:30:00.000-03:00:00,NE-MRBTS-621901,-3883612
2025-05-08T08:00:00.000-03:00:00,NE-MRBTS-621901,-3817742
2025-05-08T08:15:00.000-03:00:00,NE-MRBTS-621901,-4443884
2025-05-08T08:30:00.000-03:00:00,NE-MRBTS-621901,-3534756
2025-05-08T09:00:00.000-03:00:00,NE-MRBTS-621901,-4084606
2025-05-08T09:15:00.000-03:00:00,NE-MRBTS-621901,-3646320
2025-05-08T09:30:00.000-03:00:00,NE-MRBTS-621901,-3905601
2025-05-08T10:00:00.000-03:00:00,NE-MRBTS-621901,-3899962
2025-05-08T10:15:00.000-03:00:00,NE-MRBTS-621901,-3962249
2025-05-08T10:30:00.000-03:00:00,NE-MRBTS-621901,-4135539
2025-05-08T11:00:00.000-03:00:00,NE-MRBTS-621901,-3516790
2025-05-08T11:15:00.000-03:00:00,NE-MRBTS-621901,-3862394
2025-05-08T11:30:00.000-03:00:00,NE-MRBTS-621901,-4169992
2025-05-08T12:00:00.000-03:00:00,NE-MRBTS-621901,-4052638
2025-05-08T12:15:00.000-03:00:00,NE-MRBTS-621901,-3417965
2025-05-08T12:30:00.000-03:00:00,NE-MRBTS-621901,-3739323
2025-05-08T13:00:00.000-03:00:00,NE-MRBTS-621901,-4109897
2025-05-08T13:15:00.000-03:00:00,NE-MRBTS-621901,-3711242
2025-05-08T13:30:00.000-03:00:00,NE-MRBTS-621901,-3859781
2025-05-08T14:00:00.000-03:00:00,NE-MRBTS-621901,-4073903
2025-05-08T14:15:00.000-03:00:00,NE-MRBTS-621901,-3669539
2025-05-08T14:30:00.000-03:00:00,NE-MRBTS-621901,-3949922
2025-05-08T15:00:00.000-03:00:00,NE-MRBTS-621901,-4014404
2025-05-08T15:15:00.000-03:00:00,NE-MRBTS-621901,-4009790
2025-05-08T15:30:00.000-03:00:00,NE-MRBTS-621901,-4159078
2025-05-08T16:00:00.000-03:00:00,NE-MRBTS-621901,-3849079
2025-05-08T16:15:00.000-03:00:00,NE-MRBTS-621901,-4338393
2025-05-08T16:30:00.000-03:00:00,NE-MRBTS-621901,-3687149
