createAt,manageObject,M8039C6,M8039C4,M8039C5
2025-05-08T15:15:00.000-03:00:00,NE-MRBTS-771801,118,,
2025-05-08T15:30:00.000-03:00:00,NE-MRBTS-771801,119,,
2025-05-08T16:00:00.000-03:00:00,NE-MRBTS-771801,119,,
2025-05-08T16:15:00.000-03:00:00,NE-MRBTS-771801,116,,
2025-05-08T16:30:00.000-03:00:00,NE-MRBTS-771801,112,,
2025-05-06T15:00:00.000-03:00:00,NE-MRBTS-341601,117,,
2025-05-06T15:15:00.000-03:00:00,NE-MRBTS-341601,116,,
2025-05-06T15:30:00.000-03:00:00,NE-MRBTS-341601,118,,
2025-05-06T16:00:00.000-03:00:00,NE-MRBTS-341601,119,,
2025-05-06T16:15:00.000-03:00:00,NE-MRBTS-341601,117,,
2025-05-06T16:30:00.000-03:00:00,NE-MRBTS-341601,118,,
2025-05-06T17:00:00.000-03:00:00,NE-MRBTS-341601,119,,
2025-05-06T17:15:00.000-03:00:00,NE-MRBTS-341601,119,,
2025-05-06T17:30:00.000-03:00:00,NE-MRBTS-341601,114,,
2025-05-06T18:00:00.000-03:00:00,NE-MRBTS-341601,119,,
2025-05-06T18:15:00.000-03:00:00,NE-MRBTS-341601,119,,
2025-05-06T18:30:00.000-03:00:00,NE-MRBTS-341601,119,,
2025-05-06T19:00:00.000-03:00:00,NE-MRBTS-341601,118,,
2025-05-06T19:15:00.000-03:00:00,NE-MRBTS-341601,117,,
2025-05-06T19:30:00.000-03:00:00,NE-MRBTS-341601,117,,
2025-05-06T20:00:00.000-03:00:00,NE-MRBTS-341601,116,,
2025-05-06T20:15:00.000-03:00:00,NE-MRBTS-341601,95,,
2025-05-06T20:30:00.000-03:00:00,NE-MRBTS-341601,96,,
2025-05-06T21:00:00.000-03:00:00,NE-MRBTS-341601,103,,
2025-05-06T21:15:00.000-03:00:00,NE-MRBTS-341601,98,,
2025-05-06T21:30:00.000-03:00:00,NE-MRBTS-341601,99,,
2025-05-06T22:00:00.000-03:00:00,NE-MRBTS-341601,116,,
2025-05-06T22:15:00.000-03:00:00,NE-MRBTS-341601,116,,
2025-05-06T22:30:00.000-03:00:00,NE-MRBTS-341601,115,,
2025-05-06T23:00:00.000-03:00:00,NE-MRBTS-341601,115,,
2025-05-06T23:15:00.000-03:00:00,NE-MRBTS-341601,113,,
2025-05-06T23:30:00.000-03:00:00,NE-MRBTS-341601,117,,
2025-05-07T00:00:00.000-03:00:00,NE-MRBTS-341601,116,,
2025-05-07T00:15:00.000-03:00:00,NE-MRBTS-341601,116,,
2025-05-07T00:30:00.000-03:00:00,NE-MRBTS-341601,118,,
2025-05-07T01:00:00.000-03:00:00,NE-MRBTS-341601,118,,
2025-05-07T01:15:00.000-03:00:00,NE-MRBTS-341601,117,,
2025-05-07T01:30:00.000-03:00:00,NE-MRBTS-341601,117,,
2025-05-07T02:00:00.000-03:00:00,NE-MRBTS-341601,107,,
2025-05-07T02:15:00.000-03:00:00,NE-MRBTS-341601,96,,
2025-05-07T02:30:00.000-03:00:00,NE-MRBTS-341601,97,,
2025-05-07T03:00:00.000-03:00:00,NE-MRBTS-341601,104,,
2025-05-07T03:15:00.000-03:00:00,NE-MRBTS-341601,103,,
2025-05-07T03:30:00.000-03:00:00,NE-MRBTS-341601,113,,
2025-05-07T04:00:00.000-03:00:00,NE-MRBTS-341601,109,,
2025-05-07T04:15:00.000-03:00:00,NE-MRBTS-341601,118,,
2025-05-07T04:30:00.000-03:00:00,NE-MRBTS-341601,113,,
2025-05-07T05:00:00.000-03:00:00,NE-MRBTS-341601,115,,
2025-05-07T05:15:00.000-03:00:00,NE-MRBTS-341601,119,,
2025-05-07T05:30:00.000-03:00:00,NE-MRBTS-341601,116,,
2025-05-07T06:00:00.000-03:00:00,NE-MRBTS-341601,118,,
2025-05-07T06:15:00.000-03:00:00,NE-MRBTS-341601,119,,
2025-05-07T06:30:00.000-03:00:00,NE-MRBTS-341601,120,,
2025-05-07T07:00:00.000-03:00:00,NE-MRBTS-341601,118,,
2025-05-07T07:15:00.000-03:00:00,NE-MRBTS-341601,116,,
2025-05-07T07:30:00.000-03:00:00,NE-MRBTS-341601,118,,
2025-05-07T08:00:00.000-03:00:00,NE-MRBTS-341601,109,,
2025-05-07T08:15:00.000-03:00:00,NE-MRBTS-341601,112,,
2025-05-07T08:30:00.000-03:00:00,NE-MRBTS-341601,112,,
2025-05-07T09:00:00.000-03:00:00,NE-MRBTS-341601,108,,
2025-05-07T09:15:00.000-03:00:00,NE-MRBTS-341601,114,,
2025-05-07T09:30:00.000-03:00:00,NE-MRBTS-341601,117,,
2025-05-07T10:00:00.000-03:00:00,NE-MRBTS-341601,115,,
2025-05-07T10:15:00.000-03:00:00,NE-MRBTS-341601,110,,
2025-05-07T10:30:00.000-03:00:00,NE-MRBTS-341601,108,,
2025-05-07T11:00:00.000-03:00:00,NE-MRBTS-341601,120,,
2025-05-07T11:15:00.000-03:00:00,NE-MRBTS-341601,119,,
2025-05-07T11:30:00.000-03:00:00,NE-MRBTS-341601,118,,
2025-05-07T12:00:00.000-03:00:00,NE-MRBTS-341601,112,,
2025-05-07T12:15:00.000-03:00:00,NE-MRBTS-341601,118,,
2025-05-07T12:30:00.000-03:00:00,NE-MRBTS-341601,119,,
2025-05-07T13:00:00.000-03:00:00,NE-MRBTS-341601,119,,
2025-05-07T13:15:00.000-03:00:00,NE-MRBTS-341601,118,,
2025-05-07T13:30:00.000-03:00:00,NE-MRBTS-341601,113,,
2025-05-07T14:00:00.000-03:00:00,NE-MRBTS-341601,120,,
2025-05-07T14:15:00.000-03:00:00,NE-MRBTS-341601,119,,
2025-05-07T14:30:00.000-03:00:00,NE-MRBTS-341601,113,,
2025-05-07T15:00:00.000-03:00:00,NE-MRBTS-341601,117,,
2025-05-07T15:15:00.000-03:00:00,NE-MRBTS-341601,118,,
2025-05-07T15:30:00.000-03:00:00,NE-MRBTS-341601,118,,
2025-05-07T16:00:00.000-03:00:00,NE-MRBTS-341601,119,,
2025-05-07T16:15:00.000-03:00:00,NE-MRBTS-341601,118,,
2025-05-07T16:30:00.000-03:00:00,NE-MRBTS-341601,119,,
2025-05-07T17:00:00.000-03:00:00,NE-MRBTS-341601,119,,
2025-05-07T17:15:00.000-03:00:00,NE-MRBTS-341601,120,,
2025-05-07T17:30:00.000-03:00:00,NE-MRBTS-341601,111,,
2025-05-07T18:00:00.000-03:00:00,NE-MRBTS-341601,119,,
2025-05-07T18:15:00.000-03:00:00,NE-MRBTS-341601,118,,
2025-05-07T18:30:00.000-03:00:00,NE-MRBTS-341601,119,,
2025-05-07T19:00:00.000-03:00:00,NE-MRBTS-341601,117,,
2025-05-07T19:15:00.000-03:00:00,NE-MRBTS-341601,116,,
2025-05-07T19:30:00.000-03:00:00,NE-MRBTS-341601,118,,
2025-05-07T20:00:00.000-03:00:00,NE-MRBTS-341601,109,,
2025-05-07T20:15:00.000-03:00:00,NE-MRBTS-341601,95,,
2025-05-07T20:30:00.000-03:00:00,NE-MRBTS-341601,95,,
2025-05-07T21:00:00.000-03:00:00,NE-MRBTS-341601,105,,
2025-05-07T21:15:00.000-03:00:00,NE-MRBTS-341601,96,,
2025-05-07T21:30:00.000-03:00:00,NE-MRBTS-341601,98,,
2025-05-07T22:00:00.000-03:00:00,NE-MRBTS-341601,118,,
2025-05-07T22:15:00.000-03:00:00,NE-MRBTS-341601,117,,
2025-05-07T22:30:00.000-03:00:00,NE-MRBTS-341601,111,,
2025-05-07T23:00:00.000-03:00:00,NE-MRBTS-341601,115,,
2025-05-07T23:15:00.000-03:00:00,NE-MRBTS-341601,116,,
2025-05-07T23:30:00.000-03:00:00,NE-MRBTS-341601,116,,
2025-05-08T00:00:00.000-03:00:00,NE-MRBTS-341601,117,,
2025-05-08T00:15:00.000-03:00:00,NE-MRBTS-341601,113,,
2025-05-08T00:30:00.000-03:00:00,NE-MRBTS-341601,118,,
2025-05-08T01:00:00.000-03:00:00,NE-MRBTS-341601,118,,
2025-05-08T01:15:00.000-03:00:00,NE-MRBTS-341601,119,,
2025-05-08T01:30:00.000-03:00:00,NE-MRBTS-341601,117,,
2025-05-08T02:00:00.000-03:00:00,NE-MRBTS-341601,102,,
2025-05-08T02:15:00.000-03:00:00,NE-MRBTS-341601,96,,
2025-05-08T02:30:00.000-03:00:00,NE-MRBTS-341601,98,,
2025-05-08T03:00:00.000-03:00:00,NE-MRBTS-341601,100,,
2025-05-08T03:15:00.000-03:00:00,NE-MRBTS-341601,106,,
2025-05-08T03:30:00.000-03:00:00,NE-MRBTS-341601,115,,
2025-05-08T04:00:00.000-03:00:00,NE-MRBTS-341601,113,,
2025-05-08T04:15:00.000-03:00:00,NE-MRBTS-341601,119,,
2025-05-08T04:30:00.000-03:00:00,NE-MRBTS-341601,109,,
2025-05-08T05:00:00.000-03:00:00,NE-MRBTS-341601,116,,
2025-05-08T05:15:00.000-03:00:00,NE-MRBTS-341601,118,,
2025-05-08T05:30:00.000-03:00:00,NE-MRBTS-341601,118,,
2025-05-08T06:00:00.000-03:00:00,NE-MRBTS-341601,118,,
2025-05-08T06:15:00.000-03:00:00,NE-MRBTS-341601,120,,
2025-05-08T06:30:00.000-03:00:00,NE-MRBTS-341601,120,,
2025-05-08T07:00:00.000-03:00:00,NE-MRBTS-341601,119,,
2025-05-08T07:15:00.000-03:00:00,NE-MRBTS-341601,115,,
2025-05-08T07:30:00.000-03:00:00,NE-MRBTS-341601,119,,
2025-05-08T08:00:00.000-03:00:00,NE-MRBTS-341601,111,,
2025-05-08T08:15:00.000-03:00:00,NE-MRBTS-341601,113,,
2025-05-08T08:30:00.000-03:00:00,NE-MRBTS-341601,111,,
2025-05-08T09:00:00.000-03:00:00,NE-MRBTS-341601,112,,
2025-05-08T09:15:00.000-03:00:00,NE-MRBTS-341601,114,,
2025-05-08T09:30:00.000-03:00:00,NE-MRBTS-341601,119,,
2025-05-08T10:00:00.000-03:00:00,NE-MRBTS-341601,112,,
2025-05-08T10:15:00.000-03:00:00,NE-MRBTS-341601,110,,
2025-05-08T10:30:00.000-03:00:00,NE-MRBTS-341601,108,,
2025-05-08T11:00:00.000-03:00:00,NE-MRBTS-341601,120,,
2025-05-08T11:15:00.000-03:00:00,NE-MRBTS-341601,119,,
2025-05-08T11:30:00.000-03:00:00,NE-MRBTS-341601,116,,
2025-05-08T12:00:00.000-03:00:00,NE-MRBTS-341601,116,,
2025-05-08T12:15:00.000-03:00:00,NE-MRBTS-341601,118,,
2025-05-08T12:30:00.000-03:00:00,NE-MRBTS-341601,119,,
2025-05-08T13:00:00.000-03:00:00,NE-MRBTS-341601,119,,
2025-05-08T13:15:00.000-03:00:00,NE-MRBTS-341601,117,,
2025-05-08T13:30:00.000-03:00:00,NE-MRBTS-341601,112,,
2025-05-08T14:00:00.000-03:00:00,NE-MRBTS-341601,119,,
2025-05-08T14:15:00.000-03:00:00,NE-MRBTS-341601,119,,
2025-05-08T14:30:00.000-03:00:00,NE-MRBTS-341601,110,,
2025-05-08T15:00:00.000-03:00:00,NE-MRBTS-341601,116,,
2025-05-08T15:15:00.000-03:00:00,NE-MRBTS-341601,119,,
2025-05-08T15:30:00.000-03:00:00,NE-MRBTS-341601,118,,
2025-05-08T16:00:00.000-03:00:00,NE-MRBTS-341601,119,,
2025-05-08T16:15:00.000-03:00:00,NE-MRBTS-341601,119,,
2025-05-08T16:30:00.000-03:00:00,NE-MRBTS-341601,118,,
2025-05-06T15:00:00.000-03:00:00,NE-MRBTS-621901,119,,
2025-05-06T15:15:00.000-03:00:00,NE-MRBTS-621901,119,,
2025-05-06T15:30:00.000-03:00:00,NE-MRBTS-621901,118,,
2025-05-06T16:00:00.000-03:00:00,NE-MRBTS-621901,120,,
2025-05-06T16:15:00.000-03:00:00,NE-MRBTS-621901,119,,
2025-05-06T16:30:00.000-03:00:00,NE-MRBTS-621901,120,,
2025-05-06T17:00:00.000-03:00:00,NE-MRBTS-621901,118,,
2025-05-06T17:15:00.000-03:00:00,NE-MRBTS-621901,119,,
2025-05-06T17:30:00.000-03:00:00,NE-MRBTS-621901,119,,
2025-05-06T18:00:00.000-03:00:00,NE-MRBTS-621901,119,,
2025-05-06T18:15:00.000-03:00:00,NE-MRBTS-621901,117,,
2025-05-06T18:30:00.000-03:00:00,NE-MRBTS-621901,115,,
2025-05-06T19:00:00.000-03:00:00,NE-MRBTS-621901,117,,
2025-05-06T19:15:00.000-03:00:00,NE-MRBTS-621901,118,,
2025-05-06T19:30:00.000-03:00:00,NE-MRBTS-621901,119,,
2025-05-06T20:00:00.000-03:00:00,NE-MRBTS-621901,107,,
2025-05-06T20:15:00.000-03:00:00,NE-MRBTS-621901,117,,
2025-05-06T20:30:00.000-03:00:00,NE-MRBTS-621901,108,,
2025-05-06T21:00:00.000-03:00:00,NE-MRBTS-621901,110,,
2025-05-06T21:15:00.000-03:00:00,NE-MRBTS-621901,98,,
2025-05-06T21:30:00.000-03:00:00,NE-MRBTS-621901,106,,
2025-05-06T22:00:00.000-03:00:00,NE-MRBTS-621901,111,,
2025-05-06T22:15:00.000-03:00:00,NE-MRBTS-621901,113,,
2025-05-06T22:30:00.000-03:00:00,NE-MRBTS-621901,106,,
2025-05-06T23:00:00.000-03:00:00,NE-MRBTS-621901,113,,
2025-05-06T23:15:00.000-03:00:00,NE-MRBTS-621901,114,,
2025-05-06T23:30:00.000-03:00:00,NE-MRBTS-621901,108,,
2025-05-07T00:00:00.000-03:00:00,NE-MRBTS-621901,108,,
2025-05-07T00:15:00.000-03:00:00,NE-MRBTS-621901,117,,
2025-05-07T00:30:00.000-03:00:00,NE-MRBTS-621901,120,,
2025-05-07T01:00:00.000-03:00:00,NE-MRBTS-621901,111,,
2025-05-07T01:15:00.000-03:00:00,NE-MRBTS-621901,118,,
2025-05-07T01:30:00.000-03:00:00,NE-MRBTS-621901,119,,
2025-05-07T02:00:00.000-03:00:00,NE-MRBTS-621901,118,,
2025-05-07T02:15:00.000-03:00:00,NE-MRBTS-621901,112,,
2025-05-07T02:30:00.000-03:00:00,NE-MRBTS-621901,109,,
2025-05-07T03:00:00.000-03:00:00,NE-MRBTS-621901,109,,
2025-05-07T03:15:00.000-03:00:00,NE-MRBTS-621901,109,,
2025-05-07T03:30:00.000-03:00:00,NE-MRBTS-621901,115,,
2025-05-07T04:00:00.000-03:00:00,NE-MRBTS-621901,119,,
2025-05-07T04:15:00.000-03:00:00,NE-MRBTS-621901,119,,
2025-05-07T04:30:00.000-03:00:00,NE-MRBTS-621901,116,,
2025-05-07T05:00:00.000-03:00:00,NE-MRBTS-621901,119,,
2025-05-07T05:15:00.000-03:00:00,NE-MRBTS-621901,118,,
2025-05-07T05:30:00.000-03:00:00,NE-MRBTS-621901,118,,
2025-05-07T06:00:00.000-03:00:00,NE-MRBTS-621901,117,,
2025-05-07T06:15:00.000-03:00:00,NE-MRBTS-621901,120,,
2025-05-07T06:30:00.000-03:00:00,NE-MRBTS-621901,119,,
2025-05-07T07:00:00.000-03:00:00,NE-MRBTS-621901,117,,
2025-05-07T07:15:00.000-03:00:00,NE-MRBTS-621901,115,,
2025-05-07T07:30:00.000-03:00:00,NE-MRBTS-621901,116,,
2025-05-07T08:00:00.000-03:00:00,NE-MRBTS-621901,118,,
2025-05-07T08:15:00.000-03:00:00,NE-MRBTS-621901,119,,
2025-05-07T08:30:00.000-03:00:00,NE-MRBTS-621901,118,,
2025-05-07T09:00:00.000-03:00:00,NE-MRBTS-621901,110,,
2025-05-07T09:15:00.000-03:00:00,NE-MRBTS-621901,117,,
2025-05-07T09:30:00.000-03:00:00,NE-MRBTS-621901,120,,
2025-05-07T10:00:00.000-03:00:00,NE-MRBTS-621901,118,,
2025-05-07T10:15:00.000-03:00:00,NE-MRBTS-621901,116,,
2025-05-07T10:30:00.000-03:00:00,NE-MRBTS-621901,116,,
2025-05-07T11:00:00.000-03:00:00,NE-MRBTS-621901,107,,
2025-05-07T11:15:00.000-03:00:00,NE-MRBTS-621901,109,,
2025-05-07T11:30:00.000-03:00:00,NE-MRBTS-621901,118,,
2025-05-07T12:00:00.000-03:00:00,NE-MRBTS-621901,118,,
2025-05-07T12:15:00.000-03:00:00,NE-MRBTS-621901,120,,
2025-05-07T12:30:00.000-03:00:00,NE-MRBTS-621901,118,,
2025-05-07T13:00:00.000-03:00:00,NE-MRBTS-621901,115,,
2025-05-07T13:15:00.000-03:00:00,NE-MRBTS-621901,118,,
2025-05-07T13:30:00.000-03:00:00,NE-MRBTS-621901,119,,
2025-05-07T14:00:00.000-03:00:00,NE-MRBTS-621901,118,,
2025-05-07T14:15:00.000-03:00:00,NE-MRBTS-621901,115,,
2025-05-07T14:30:00.000-03:00:00,NE-MRBTS-621901,116,,
2025-05-07T15:00:00.000-03:00:00,NE-MRBTS-621901,119,,
2025-05-07T15:15:00.000-03:00:00,NE-MRBTS-621901,117,,
2025-05-07T15:30:00.000-03:00:00,NE-MRBTS-621901,115,,
2025-05-07T16:00:00.000-03:00:00,NE-MRBTS-621901,119,,
2025-05-07T16:15:00.000-03:00:00,NE-MRBTS-621901,117,,
2025-05-07T16:30:00.000-03:00:00,NE-MRBTS-621901,118,,
2025-05-07T17:00:00.000-03:00:00,NE-MRBTS-621901,118,,
2025-05-07T17:15:00.000-03:00:00,NE-MRBTS-621901,119,,
2025-05-07T17:30:00.000-03:00:00,NE-MRBTS-621901,119,,
2025-05-07T18:00:00.000-03:00:00,NE-MRBTS-621901,120,,
2025-05-07T18:15:00.000-03:00:00,NE-MRBTS-621901,116,,
2025-05-07T18:30:00.000-03:00:00,NE-MRBTS-621901,113,,
2025-05-07T19:00:00.000-03:00:00,NE-MRBTS-621901,118,,
2025-05-07T19:15:00.000-03:00:00,NE-MRBTS-621901,117,,
2025-05-07T19:30:00.000-03:00:00,NE-MRBTS-621901,117,,
2025-05-07T20:00:00.000-03:00:00,NE-MRBTS-621901,110,,
2025-05-07T20:15:00.000-03:00:00,NE-MRBTS-621901,113,,
2025-05-07T20:30:00.000-03:00:00,NE-MRBTS-621901,109,,
2025-05-07T21:00:00.000-03:00:00,NE-MRBTS-621901,104,,
2025-05-07T21:15:00.000-03:00:00,NE-MRBTS-621901,96,,
2025-05-07T21:30:00.000-03:00:00,NE-MRBTS-621901,107,,
2025-05-07T22:00:00.000-03:00:00,NE-MRBTS-621901,115,,
2025-05-07T22:15:00.000-03:00:00,NE-MRBTS-621901,112,,
2025-05-07T22:30:00.000-03:00:00,NE-MRBTS-621901,106,,
2025-05-07T23:00:00.000-03:00:00,NE-MRBTS-621901,114,,
2025-05-07T23:15:00.000-03:00:00,NE-MRBTS-621901,114,,
2025-05-07T23:30:00.000-03:00:00,NE-MRBTS-621901,109,,
2025-05-08T00:00:00.000-03:00:00,NE-MRBTS-621901,109,,
2025-05-08T00:15:00.000-03:00:00,NE-MRBTS-621901,119,,
2025-05-08T00:30:00.000-03:00:00,NE-MRBTS-621901,119,,
2025-05-08T01:00:00.000-03:00:00,NE-MRBTS-621901,111,,
2025-05-08T01:15:00.000-03:00:00,NE-MRBTS-621901,119,,
2025-05-08T01:30:00.000-03:00:00,NE-MRBTS-621901,119,,
2025-05-08T02:00:00.000-03:00:00,NE-MRBTS-621901,117,,
2025-05-08T02:15:00.000-03:00:00,NE-MRBTS-621901,110,,
2025-05-08T02:30:00.000-03:00:00,NE-MRBTS-621901,109,,
2025-05-08T03:00:00.000-03:00:00,NE-MRBTS-621901,108,,
2025-05-08T03:15:00.000-03:00:00,NE-MRBTS-621901,108,,
2025-05-08T03:30:00.000-03:00:00,NE-MRBTS-621901,118,,
2025-05-08T04:00:00.000-03:00:00,NE-MRBTS-621901,120,,
2025-05-08T04:15:00.000-03:00:00,NE-MRBTS-621901,119,,
2025-05-08T04:30:00.000-03:00:00,NE-MRBTS-621901,113,,
2025-05-08T05:00:00.000-03:00:00,NE-MRBTS-621901,119,,
2025-05-08T05:15:00.000-03:00:00,NE-MRBTS-621901,119,,
2025-05-08T05:30:00.000-03:00:00,NE-MRBTS-621901,116,,
2025-05-08T06:00:00.000-03:00:00,NE-MRBTS-621901,118,,
2025-05-08T06:15:00.000-03:00:00,NE-MRBTS-621901,120,,
2025-05-08T06:30:00.000-03:00:00,NE-MRBTS-621901,119,,
2025-05-08T07:00:00.000-03:00:00,NE-MRBTS-621901,118,,
2025-05-08T07:15:00.000-03:00:00,NE-MRBTS-621901,113,,
2025-05-08T07:30:00.000-03:00:00,NE-MRBTS-621901,117,,
2025-05-08T08:00:00.000-03:00:00,NE-MRBTS-621901,119,,
2025-05-08T08:15:00.000-03:00:00,NE-MRBTS-621901,118,,
2025-05-08T08:30:00.000-03:00:00,NE-MRBTS-621901,115,,
2025-05-08T09:00:00.000-03:00:00,NE-MRBTS-621901,111,,
2025-05-08T09:15:00.000-03:00:00,NE-MRBTS-621901,117,,
2025-05-08T09:30:00.000-03:00:00,NE-MRBTS-621901,119,,
2025-05-08T10:00:00.000-03:00:00,NE-MRBTS-621901,116,,
2025-05-08T10:15:00.000-03:00:00,NE-MRBTS-621901,116,,
2025-05-08T10:30:00.000-03:00:00,NE-MRBTS-621901,119,,
2025-05-08T11:00:00.000-03:00:00,NE-MRBTS-621901,106,,
2025-05-08T11:15:00.000-03:00:00,NE-MRBTS-621901,113,,
2025-05-08T11:30:00.000-03:00:00,NE-MRBTS-621901,118,,
2025-05-08T12:00:00.000-03:00:00,NE-MRBTS-621901,117,,
2025-05-08T12:15:00.000-03:00:00,NE-MRBTS-621901,119,,
2025-05-08T12:30:00.000-03:00:00,NE-MRBTS-621901,119,,
2025-05-08T13:00:00.000-03:00:00,NE-MRBTS-621901,113,,
2025-05-08T13:15:00.000-03:00:00,NE-MRBTS-621901,119,,
2025-05-08T13:30:00.000-03:00:00,NE-MRBTS-621901,119,,
2025-05-08T14:00:00.000-03:00:00,NE-MRBTS-621901,119,,
2025-05-08T14:15:00.000-03:00:00,NE-MRBTS-621901,116,,
2025-05-08T14:30:00.000-03:00:00,NE-MRBTS-621901,116,,
2025-05-08T15:00:00.000-03:00:00,NE-MRBTS-621901,118,,
2025-05-08T15:15:00.000-03:00:00,NE-MRBTS-621901,119,,
2025-05-08T15:30:00.000-03:00:00,NE-MRBTS-621901,117,,
