createAt,manageObject,M8021C48,M8021C49,M8021C18,M8021C19,M8021C20,M8021C21,M8021C22,M8021C25,M8021C26,M8021C27,M8021C30,M8021C31,M8021C32
2025-05-06T14:00:00.000-04:00:00,NE-MRBTS-660701,7.0,5.0,,,,,,,,,,,
2025-05-06T14:15:00.000-04:00:00,NE-MRBTS-660701,3.0,2.0,,,,,,,,,,,
2025-05-06T14:30:00.000-04:00:00,NE-MRBTS-660701,8.0,2.0,,,,,,,,,,,
2025-05-06T15:00:00.000-04:00:00,NE-MRBTS-660701,3.0,1.0,,,,,,,,,,,
2025-05-06T15:15:00.000-04:00:00,NE-MRBTS-660701,3.0,,,,,,,,,,,,
2025-05-06T15:30:00.000-04:00:00,NE-MRBTS-660701,1.0,1.0,,,,,,,,,,,
2025-05-06T15:45:00.000-04:00:00,NE-MRBTS-660701,6.0,3.0,,,,,,,,,,,
2025-05-06T16:00:00.000-04:00:00,NE-MRBTS-660701,10.0,4.0,,,,,,,,,,,
2025-05-06T16:15:00.000-04:00:00,NE-MRBTS-660701,21.0,13.0,,,,,,,,,,,
2025-05-06T16:30:00.000-04:00:00,NE-MRBTS-660701,8.0,3.0,,,,,,,,,,,
2025-05-06T16:45:00.000-04:00:00,NE-MRBTS-660701,4.0,3.0,,,,,,,,,,,
2025-05-06T17:00:00.000-04:00:00,NE-MRBTS-660701,1.0,1.0,,,,,,,,,,,
2025-05-06T17:15:00.000-04:00:00,NE-MRBTS-660701,2.0,1.0,,,,,,,,,,,
2025-05-06T17:30:00.000-04:00:00,NE-MRBTS-660701,1.0,,,,,,,,,,,,
2025-05-07T06:15:00.000-04:00:00,NE-MRBTS-660701,3.0,1.0,,,,,,,,,,,
2025-05-07T06:30:00.000-04:00:00,NE-MRBTS-660701,3.0,1.0,,,,,,,,,,,
2025-05-07T08:00:00.000-04:00:00,NE-MRBTS-660701,1.0,1.0,,,,,,,,,,,
2025-05-07T10:15:00.000-04:00:00,NE-MRBTS-660701,1.0,1.0,,,,,,,,,,,
2025-05-07T11:45:00.000-04:00:00,NE-MRBTS-660701,1.0,1.0,,,,,,,,,,,
2025-05-07T12:00:00.000-04:00:00,NE-MRBTS-660701,1.0,1.0,,,,,,,,,,,
2025-05-07T12:15:00.000-04:00:00,NE-MRBTS-660701,1.0,1.0,,,,,,,,,,,
2025-05-07T13:00:00.000-04:00:00,NE-MRBTS-660701,3.0,2.0,,,,,,,,,,,
2025-05-07T13:15:00.000-04:00:00,NE-MRBTS-660701,2.0,1.0,,,,,,,,,,,
2025-05-07T13:30:00.000-04:00:00,NE-MRBTS-660701,4.0,1.0,,,,,,,,,,,
2025-05-07T13:45:00.000-04:00:00,NE-MRBTS-660701,3.0,2.0,,,,,,,,,,,
2025-05-07T14:00:00.000-04:00:00,NE-MRBTS-660701,6.0,1.0,,,,,,,,,,,
2025-05-07T14:15:00.000-04:00:00,NE-MRBTS-660701,3.0,1.0,,,,,,,,,,,
2025-05-07T14:30:00.000-04:00:00,NE-MRBTS-660701,1.0,,,,,,,,,,,,
2025-05-07T14:45:00.000-04:00:00,NE-MRBTS-660701,4.0,1.0,,,,,,,,,,,
2025-05-07T15:00:00.000-04:00:00,NE-MRBTS-660701,7.0,4.0,,,,,,,,,,,
2025-05-07T15:15:00.000-04:00:00,NE-MRBTS-660701,5.0,3.0,,,,,,,,,,,
2025-05-07T15:30:00.000-04:00:00,NE-MRBTS-660701,2.0,2.0,,,,,,,,,,,
2025-05-07T15:45:00.000-04:00:00,NE-MRBTS-660701,1.0,,,,,,,,,,,,
2025-05-07T16:00:00.000-04:00:00,NE-MRBTS-660701,3.0,1.0,,,,,,,,,,,
2025-05-07T16:15:00.000-04:00:00,NE-MRBTS-660701,3.0,,,,,,,,,,,,
2025-05-07T16:30:00.000-04:00:00,NE-MRBTS-660701,3.0,3.0,,,,,,,,,,,
2025-05-07T16:45:00.000-04:00:00,NE-MRBTS-660701,2.0,,,,,,,,,,,,
2025-05-07T18:15:00.000-04:00:00,NE-MRBTS-660701,1.0,1.0,,,,,,,,,,,
2025-05-08T06:00:00.000-04:00:00,NE-MRBTS-660701,1.0,1.0,,,,,,,,,,,
2025-05-08T06:15:00.000-04:00:00,NE-MRBTS-660701,2.0,1.0,,,,,,,,,,,
2025-05-08T06:30:00.000-04:00:00,NE-MRBTS-660701,1.0,1.0,,,,,,,,,,,
2025-05-08T06:45:00.000-04:00:00,NE-MRBTS-660701,5.0,2.0,,,,,,,,,,,
2025-05-08T07:15:00.000-04:00:00,NE-MRBTS-660701,1.0,,,,,,,,,,,,
2025-05-08T07:45:00.000-04:00:00,NE-MRBTS-660701,10.0,4.0,,,,,,,,,,,
2025-05-08T08:00:00.000-04:00:00,NE-MRBTS-660701,5.0,2.0,,,,,,,,,,,
2025-05-08T08:15:00.000-04:00:00,NE-MRBTS-660701,8.0,3.0,,,,,,,,,,,
2025-05-08T08:30:00.000-04:00:00,NE-MRBTS-660701,13.0,7.0,,,,,,,,,,,
2025-05-08T08:45:00.000-04:00:00,NE-MRBTS-660701,8.0,2.0,,,,,,,,,,,
2025-05-08T09:00:00.000-04:00:00,NE-MRBTS-660701,5.0,2.0,,,,,,,,,,,
2025-05-08T09:15:00.000-04:00:00,NE-MRBTS-660701,7.0,2.0,,,,,,,,,,,
2025-05-08T09:30:00.000-04:00:00,NE-MRBTS-660701,4.0,2.0,,,,,,,,,,,
2025-05-08T09:45:00.000-04:00:00,NE-MRBTS-660701,6.0,4.0,,,,,,,,,,,
2025-05-08T12:30:00.000-04:00:00,NE-MRBTS-660701,1.0,1.0,,,,,,,,,,,
2025-05-08T13:00:00.000-04:00:00,NE-MRBTS-660701,2.0,2.0,,,,,,,,,,,
2025-05-08T13:15:00.000-04:00:00,NE-MRBTS-660701,6.0,2.0,,,,,,,,,,,
2025-05-08T13:30:00.000-04:00:00,NE-MRBTS-660701,6.0,4.0,,,,,,,,,,,
2025-05-08T13:45:00.000-04:00:00,NE-MRBTS-660701,4.0,2.0,,,,,,,,,,,
2025-05-08T14:00:00.000-04:00:00,NE-MRBTS-660701,1.0,1.0,,,,,,,,,,,
2025-05-08T14:15:00.000-04:00:00,NE-MRBTS-660701,2.0,2.0,,,,,,,,,,,
2025-05-08T14:30:00.000-04:00:00,NE-MRBTS-660701,1.0,1.0,,,,,,,,,,,
2025-05-08T14:45:00.000-04:00:00,NE-MRBTS-660701,4.0,2.0,,,,,,,,,,,
2025-05-08T15:00:00.000-04:00:00,NE-MRBTS-660701,1.0,,,,,,,,,,,,
2025-05-08T15:15:00.000-04:00:00,NE-MRBTS-660701,2.0,1.0,,,,,,,,,,,
2025-05-08T15:30:00.000-04:00:00,NE-MRBTS-660701,4.0,3.0,,,,,,,,,,,
2025-05-06T14:00:00.000-04:00:00,NE-MRBTS-690501,9.0,6.0,21.0,12.0,1.0,1.0,4.0,17.0,2.0,15.0,17.0,2.0,15.0
2025-05-06T14:15:00.000-04:00:00,NE-MRBTS-690501,7.0,3.0,14.0,13.0,2.0,,,10.0,,10.0,10.0,,10.0
2025-05-06T14:30:00.000-04:00:00,NE-MRBTS-690501,15.0,5.0,26.0,23.0,4.0,,,27.0,3.0,24.0,27.0,3.0,24.0
2025-05-06T15:00:00.000-04:00:00,NE-MRBTS-690501,3.0,2.0,39.0,22.0,4.0,2.0,1.0,24.0,4.0,20.0,23.0,4.0,19.0
2025-05-06T15:15:00.000-04:00:00,NE-MRBTS-690501,2.0,,17.0,17.0,1.0,,,19.0,,19.0,19.0,,19.0
2025-05-06T15:30:00.000-04:00:00,NE-MRBTS-690501,4.0,2.0,30.0,26.0,4.0,2.0,,34.0,5.0,29.0,33.0,5.0,28.0
2025-05-06T16:00:00.000-04:00:00,NE-MRBTS-690501,14.0,7.0,37.0,32.0,2.0,,,25.0,6.0,19.0,25.0,6.0,19.0
2025-05-06T16:15:00.000-04:00:00,NE-MRBTS-690501,2.0,1.0,35.0,33.0,,2.0,,36.0,4.0,32.0,36.0,4.0,32.0
2025-05-06T16:30:00.000-04:00:00,NE-MRBTS-690501,1.0,,20.0,19.0,,1.0,,14.0,1.0,13.0,14.0,1.0,13.0
2025-05-06T16:45:00.000-04:00:00,NE-MRBTS-690501,3.0,2.0,26.0,26.0,1.0,,,31.0,9.0,22.0,31.0,9.0,22.0
2025-05-06T17:00:00.000-04:00:00,NE-MRBTS-690501,1.0,,24.0,22.0,,2.0,,22.0,11.0,11.0,22.0,11.0,11.0
2025-05-06T17:15:00.000-04:00:00,NE-MRBTS-690501,4.0,3.0,10.0,7.0,2.0,1.0,,9.0,1.0,8.0,8.0,1.0,7.0
2025-05-06T17:30:00.000-04:00:00,NE-MRBTS-690501,4.0,,4.0,3.0,1.0,,,4.0,,4.0,4.0,,4.0
2025-05-06T17:45:00.000-04:00:00,NE-MRBTS-690501,1.0,1.0,13.0,9.0,,1.0,,6.0,2.0,4.0,6.0,2.0,4.0
2025-05-06T18:00:00.000-04:00:00,NE-MRBTS-690501,2.0,1.0,1.0,1.0,,,,,,,,,
2025-05-06T18:15:00.000-04:00:00,NE-MRBTS-690501,1.0,,,,,,,,,,,,
2025-05-06T18:30:00.000-04:00:00,NE-MRBTS-690501,,,1.0,1.0,,,,2.0,,2.0,2.0,,2.0
2025-05-06T18:45:00.000-04:00:00,NE-MRBTS-690501,,,19.0,11.0,2.0,3.0,2.0,14.0,4.0,10.0,14.0,4.0,10.0
2025-05-06T19:00:00.000-04:00:00,NE-MRBTS-690501,,,8.0,8.0,,,,10.0,5.0,5.0,10.0,5.0,5.0
2025-05-06T19:15:00.000-04:00:00,NE-MRBTS-690501,,,4.0,4.0,2.0,,,3.0,,3.0,3.0,,3.0
2025-05-06T19:30:00.000-04:00:00,NE-MRBTS-690501,,,13.0,5.0,,3.0,1.0,10.0,4.0,6.0,10.0,4.0,6.0
2025-05-06T19:45:00.000-04:00:00,NE-MRBTS-690501,,,13.0,7.0,,4.0,,4.0,2.0,2.0,4.0,2.0,2.0
2025-05-06T20:00:00.000-04:00:00,NE-MRBTS-690501,,,15.0,10.0,1.0,4.0,1.0,10.0,,10.0,10.0,,10.0
2025-05-06T20:15:00.000-04:00:00,NE-MRBTS-690501,1.0,,11.0,4.0,2.0,5.0,,3.0,1.0,2.0,3.0,1.0,2.0
2025-05-06T20:30:00.000-04:00:00,NE-MRBTS-690501,1.0,,5.0,5.0,,,,6.0,1.0,5.0,6.0,1.0,5.0
2025-05-06T20:45:00.000-04:00:00,NE-MRBTS-690501,1.0,,1.0,1.0,,,,2.0,,2.0,2.0,,2.0
2025-05-06T21:00:00.000-04:00:00,NE-MRBTS-690501,1.0,1.0,10.0,6.0,,4.0,,6.0,3.0,3.0,6.0,3.0,3.0
2025-05-06T21:15:00.000-04:00:00,NE-MRBTS-690501,,,15.0,7.0,3.0,2.0,,6.0,,6.0,6.0,,6.0
2025-05-06T21:30:00.000-04:00:00,NE-MRBTS-690501,,,27.0,17.0,1.0,7.0,1.0,18.0,2.0,16.0,18.0,2.0,16.0
2025-05-06T21:45:00.000-04:00:00,NE-MRBTS-690501,,,12.0,9.0,2.0,1.0,,10.0,2.0,8.0,10.0,2.0,8.0
2025-05-06T22:00:00.000-04:00:00,NE-MRBTS-690501,,,27.0,20.0,3.0,4.0,,17.0,3.0,14.0,17.0,3.0,14.0
2025-05-06T22:15:00.000-04:00:00,NE-MRBTS-690501,,,35.0,20.0,2.0,11.0,,18.0,3.0,15.0,18.0,3.0,15.0
2025-05-06T22:30:00.000-04:00:00,NE-MRBTS-690501,,,6.0,6.0,,,,8.0,1.0,7.0,8.0,1.0,7.0
2025-05-06T22:45:00.000-04:00:00,NE-MRBTS-690501,1.0,,12.0,10.0,,1.0,,12.0,4.0,8.0,12.0,4.0,8.0
2025-05-06T23:00:00.000-04:00:00,NE-MRBTS-690501,1.0,,15.0,12.0,1.0,1.0,,10.0,5.0,5.0,10.0,5.0,5.0
2025-05-06T23:15:00.000-04:00:00,NE-MRBTS-690501,,,18.0,9.0,1.0,5.0,1.0,13.0,1.0,12.0,13.0,1.0,12.0
2025-05-06T23:30:00.000-04:00:00,NE-MRBTS-690501,,,1.0,1.0,,,,1.0,,1.0,1.0,,1.0
2025-05-06T23:45:00.000-04:00:00,NE-MRBTS-690501,,,14.0,6.0,1.0,5.0,1.0,8.0,,8.0,8.0,,8.0
2025-05-07T00:00:00.000-04:00:00,NE-MRBTS-690501,,,7.0,4.0,1.0,,1.0,6.0,2.0,4.0,5.0,1.0,4.0
2025-05-07T00:15:00.000-04:00:00,NE-MRBTS-690501,,,10.0,5.0,1.0,4.0,,4.0,1.0,3.0,4.0,1.0,3.0
2025-05-07T00:30:00.000-04:00:00,NE-MRBTS-690501,,,7.0,4.0,2.0,1.0,,3.0,,3.0,3.0,,3.0
2025-05-07T00:45:00.000-04:00:00,NE-MRBTS-690501,,,9.0,6.0,,1.0,,6.0,1.0,5.0,6.0,1.0,5.0
2025-05-07T01:00:00.000-04:00:00,NE-MRBTS-690501,,,5.0,2.0,,3.0,,,,,,,
2025-05-07T01:30:00.000-04:00:00,NE-MRBTS-690501,,,7.0,5.0,,1.0,,7.0,2.0,5.0,7.0,2.0,5.0
2025-05-07T01:45:00.000-04:00:00,NE-MRBTS-690501,,,13.0,6.0,1.0,5.0,,5.0,1.0,4.0,5.0,1.0,4.0
2025-05-07T02:00:00.000-04:00:00,NE-MRBTS-690501,,,6.0,2.0,1.0,2.0,,2.0,2.0,,2.0,2.0,
2025-05-07T02:15:00.000-04:00:00,NE-MRBTS-690501,,,4.0,2.0,1.0,1.0,,3.0,,3.0,3.0,,3.0
2025-05-07T02:45:00.000-04:00:00,NE-MRBTS-690501,1.0,,2.0,2.0,,,,1.0,,1.0,1.0,,1.0
2025-05-07T03:00:00.000-04:00:00,NE-MRBTS-690501,,,3.0,3.0,1.0,,,6.0,,6.0,4.0,,4.0
2025-05-07T03:15:00.000-04:00:00,NE-MRBTS-690501,1.0,1.0,4.0,4.0,,,,2.0,,2.0,2.0,,2.0
2025-05-07T03:30:00.000-04:00:00,NE-MRBTS-690501,,,4.0,4.0,,,,7.0,,7.0,7.0,,7.0
2025-05-07T04:00:00.000-04:00:00,NE-MRBTS-690501,,,,,,,,1.0,1.0,,1.0,1.0,
2025-05-07T04:30:00.000-04:00:00,NE-MRBTS-690501,,,1.0,1.0,,,,1.0,,1.0,1.0,,1.0
2025-05-07T05:15:00.000-04:00:00,NE-MRBTS-690501,,,,,,,,2.0,,2.0,2.0,,2.0
2025-05-07T06:00:00.000-04:00:00,NE-MRBTS-690501,1.0,,2.0,1.0,,,,1.0,,1.0,1.0,,1.0
2025-05-07T06:15:00.000-04:00:00,NE-MRBTS-690501,1.0,,1.0,1.0,,,,2.0,,2.0,1.0,,1.0
2025-05-07T06:30:00.000-04:00:00,NE-MRBTS-690501,,,14.0,11.0,1.0,1.0,,15.0,,15.0,15.0,,15.0
2025-05-07T07:00:00.000-04:00:00,NE-MRBTS-690501,5.0,1.0,7.0,4.0,2.0,,1.0,3.0,,3.0,3.0,,3.0
2025-05-07T07:15:00.000-04:00:00,NE-MRBTS-690501,4.0,2.0,3.0,2.0,,,,3.0,,3.0,3.0,,3.0
2025-05-07T07:30:00.000-04:00:00,NE-MRBTS-690501,1.0,,1.0,1.0,,,,2.0,,2.0,2.0,,2.0
2025-05-07T08:00:00.000-04:00:00,NE-MRBTS-690501,3.0,1.0,33.0,29.0,3.0,1.0,,29.0,8.0,21.0,29.0,8.0,21.0
2025-05-07T08:15:00.000-04:00:00,NE-MRBTS-690501,11.0,1.0,39.0,30.0,4.0,5.0,,45.0,9.0,36.0,43.0,8.0,35.0
2025-05-07T08:30:00.000-04:00:00,NE-MRBTS-690501,23.0,13.0,60.0,46.0,4.0,9.0,,48.0,20.0,28.0,48.0,20.0,28.0
2025-05-07T09:00:00.000-04:00:00,NE-MRBTS-690501,,,28.0,24.0,1.0,1.0,,26.0,5.0,21.0,26.0,5.0,21.0
2025-05-07T09:15:00.000-04:00:00,NE-MRBTS-690501,3.0,1.0,22.0,15.0,1.0,2.0,,12.0,5.0,7.0,12.0,5.0,7.0
2025-05-07T09:30:00.000-04:00:00,NE-MRBTS-690501,5.0,,35.0,24.0,,6.0,1.0,24.0,6.0,18.0,23.0,6.0,17.0
2025-05-07T10:00:00.000-04:00:00,NE-MRBTS-690501,4.0,,32.0,19.0,3.0,4.0,1.0,18.0,3.0,15.0,18.0,3.0,15.0
2025-05-07T10:15:00.000-04:00:00,NE-MRBTS-690501,4.0,2.0,43.0,34.0,5.0,6.0,,34.0,1.0,33.0,34.0,1.0,33.0
2025-05-07T10:30:00.000-04:00:00,NE-MRBTS-690501,2.0,,26.0,20.0,,5.0,,26.0,5.0,21.0,25.0,4.0,21.0
2025-05-07T11:00:00.000-04:00:00,NE-MRBTS-690501,5.0,3.0,12.0,8.0,,1.0,,12.0,1.0,11.0,12.0,1.0,11.0
2025-05-07T11:15:00.000-04:00:00,NE-MRBTS-690501,7.0,2.0,14.0,10.0,,4.0,,9.0,2.0,7.0,9.0,2.0,7.0
2025-05-07T11:30:00.000-04:00:00,NE-MRBTS-690501,3.0,,18.0,11.0,1.0,7.0,,13.0,,13.0,13.0,,13.0
2025-05-07T12:00:00.000-04:00:00,NE-MRBTS-690501,2.0,,22.0,13.0,2.0,8.0,,19.0,3.0,16.0,18.0,3.0,15.0
2025-05-07T12:15:00.000-04:00:00,NE-MRBTS-690501,11.0,4.0,32.0,22.0,1.0,3.0,,24.0,9.0,15.0,24.0,9.0,15.0
2025-05-07T12:30:00.000-04:00:00,NE-MRBTS-690501,4.0,1.0,15.0,8.0,1.0,5.0,,14.0,,14.0,14.0,,14.0
2025-05-07T13:00:00.000-04:00:00,NE-MRBTS-690501,2.0,,10.0,7.0,2.0,1.0,,14.0,2.0,12.0,14.0,2.0,12.0
2025-05-07T13:15:00.000-04:00:00,NE-MRBTS-690501,3.0,1.0,18.0,11.0,2.0,1.0,,16.0,2.0,14.0,16.0,2.0,14.0
2025-05-07T13:30:00.000-04:00:00,NE-MRBTS-690501,,,30.0,19.0,,9.0,,18.0,3.0,15.0,18.0,3.0,15.0
2025-05-07T14:00:00.000-04:00:00,NE-MRBTS-690501,20.0,12.0,23.0,23.0,,1.0,,24.0,2.0,22.0,23.0,2.0,21.0
2025-05-07T14:15:00.000-04:00:00,NE-MRBTS-690501,3.0,3.0,25.0,22.0,,1.0,,25.0,3.0,22.0,25.0,3.0,22.0
2025-05-07T14:30:00.000-04:00:00,NE-MRBTS-690501,6.0,1.0,49.0,41.0,1.0,3.0,1.0,57.0,4.0,53.0,57.0,4.0,53.0
2025-05-07T15:00:00.000-04:00:00,NE-MRBTS-690501,8.0,1.0,29.0,24.0,2.0,1.0,,29.0,7.0,22.0,29.0,7.0,22.0
2025-05-07T15:15:00.000-04:00:00,NE-MRBTS-690501,2.0,,20.0,16.0,1.0,1.0,,25.0,2.0,23.0,24.0,2.0,22.0
2025-05-07T15:30:00.000-04:00:00,NE-MRBTS-690501,3.0,,5.0,5.0,,,,2.0,,2.0,2.0,,2.0
2025-05-07T16:00:00.000-04:00:00,NE-MRBTS-690501,,,28.0,27.0,,,1.0,34.0,3.0,31.0,33.0,3.0,30.0
2025-05-07T16:15:00.000-04:00:00,NE-MRBTS-690501,2.0,,24.0,19.0,3.0,3.0,,26.0,,26.0,26.0,,26.0
2025-05-07T16:30:00.000-04:00:00,NE-MRBTS-690501,,,16.0,13.0,4.0,,,20.0,2.0,18.0,20.0,2.0,18.0
2025-05-07T17:00:00.000-04:00:00,NE-MRBTS-690501,4.0,2.0,20.0,16.0,3.0,,,16.0,,16.0,16.0,,16.0
2025-05-07T17:15:00.000-04:00:00,NE-MRBTS-690501,2.0,,2.0,3.0,,,,2.0,,2.0,2.0,,2.0
2025-05-07T17:30:00.000-04:00:00,NE-MRBTS-690501,1.0,1.0,5.0,4.0,,1.0,,6.0,,6.0,6.0,,6.0
2025-05-07T18:00:00.000-04:00:00,NE-MRBTS-690501,,,7.0,6.0,,1.0,,4.0,1.0,3.0,4.0,1.0,3.0
2025-05-07T18:15:00.000-04:00:00,NE-MRBTS-690501,,,11.0,6.0,,5.0,,6.0,,6.0,6.0,,6.0
2025-05-07T18:30:00.000-04:00:00,NE-MRBTS-690501,,,2.0,2.0,,,,1.0,,1.0,1.0,,1.0
2025-05-07T19:00:00.000-04:00:00,NE-MRBTS-690501,,,41.0,24.0,1.0,16.0,,5.0,2.0,3.0,5.0,2.0,3.0
2025-05-07T19:15:00.000-04:00:00,NE-MRBTS-690501,,,2.0,1.0,1.0,1.0,,2.0,1.0,1.0,2.0,1.0,1.0
2025-05-07T19:30:00.000-04:00:00,NE-MRBTS-690501,,,13.0,7.0,1.0,5.0,,3.0,,3.0,3.0,,3.0
2025-05-07T20:00:00.000-04:00:00,NE-MRBTS-690501,1.0,1.0,5.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0
2025-05-07T20:15:00.000-04:00:00,NE-MRBTS-690501,,,3.0,3.0,,,,,,,,,
2025-05-07T20:30:00.000-04:00:00,NE-MRBTS-690501,1.0,1.0,2.0,2.0,,,,2.0,,2.0,2.0,,2.0
2025-05-07T21:00:00.000-04:00:00,NE-MRBTS-690501,1.0,,3.0,3.0,,,,,,,,,
2025-05-07T21:15:00.000-04:00:00,NE-MRBTS-690501,1.0,1.0,2.0,2.0,,,,3.0,,3.0,3.0,,3.0
2025-05-07T21:30:00.000-04:00:00,NE-MRBTS-690501,2.0,2.0,5.0,1.0,3.0,1.0,,1.0,,1.0,1.0,,1.0
2025-05-07T22:00:00.000-04:00:00,NE-MRBTS-690501,1.0,1.0,2.0,2.0,,,,3.0,,3.0,3.0,,3.0
2025-05-07T22:15:00.000-04:00:00,NE-MRBTS-690501,,,,,,,,1.0,,1.0,1.0,,1.0
2025-05-07T22:30:00.000-04:00:00,NE-MRBTS-690501,,,,,,,,1.0,1.0,,1.0,1.0,
2025-05-07T23:15:00.000-04:00:00,NE-MRBTS-690501,,,1.0,1.0,,,,1.0,,1.0,1.0,,1.0
2025-05-07T23:30:00.000-04:00:00,NE-MRBTS-690501,,,1.0,1.0,,,,1.0,,1.0,1.0,,1.0
2025-05-08T00:30:00.000-04:00:00,NE-MRBTS-690501,,,1.0,1.0,,,,2.0,,2.0,2.0,,2.0
2025-05-08T01:00:00.000-04:00:00,NE-MRBTS-690501,,,1.0,1.0,,,,,,,,,
2025-05-08T01:15:00.000-04:00:00,NE-MRBTS-690501,,,7.0,7.0,,,,2.0,1.0,1.0,1.0,1.0,
2025-05-08T01:30:00.000-04:00:00,NE-MRBTS-690501,1.0,1.0,3.0,2.0,,,,4.0,,4.0,4.0,,4.0
2025-05-08T02:00:00.000-04:00:00,NE-MRBTS-690501,,,1.0,1.0,,,,,,,,,
2025-05-08T02:15:00.000-04:00:00,NE-MRBTS-690501,,,3.0,3.0,,,,5.0,,5.0,4.0,,4.0
2025-05-08T03:00:00.000-04:00:00,NE-MRBTS-690501,,,1.0,,,,,2.0,1.0,1.0,2.0,1.0,1.0
2025-05-08T03:30:00.000-04:00:00,NE-MRBTS-690501,1.0,,,,,,,,,,,,
2025-05-08T04:00:00.000-04:00:00,NE-MRBTS-690501,,,3.0,3.0,1.0,,,3.0,1.0,2.0,3.0,1.0,2.0
2025-05-08T05:15:00.000-04:00:00,NE-MRBTS-690501,,,1.0,1.0,,,,,,,,,
2025-05-08T05:30:00.000-04:00:00,NE-MRBTS-690501,,,1.0,1.0,,,,3.0,,3.0,3.0,,3.0
2025-05-08T06:15:00.000-04:00:00,NE-MRBTS-690501,2.0,,4.0,3.0,,,,2.0,,2.0,2.0,,2.0
2025-05-08T06:30:00.000-04:00:00,NE-MRBTS-690501,1.0,,13.0,13.0,,,,13.0,,13.0,13.0,,13.0
2025-05-08T07:00:00.000-04:00:00,NE-MRBTS-690501,1.0,,7.0,6.0,,1.0,,6.0,,6.0,6.0,,6.0
2025-05-08T07:15:00.000-04:00:00,NE-MRBTS-690501,,,3.0,3.0,,,,3.0,,3.0,3.0,,3.0
2025-05-08T07:30:00.000-04:00:00,NE-MRBTS-690501,,,5.0,5.0,,,,11.0,1.0,10.0,11.0,1.0,10.0
2025-05-08T08:00:00.000-04:00:00,NE-MRBTS-690501,13.0,6.0,10.0,8.0,,2.0,,6.0,2.0,4.0,6.0,2.0,4.0
